manager_id,department_id,department_size,department_satisfaction_score,tenure,n_of_reports,training,employee_satisfaction_score
41,76,843,0.22407651434157,6,4,1,1.2909518863913865
42,76,843,0.22407651434157,6,4,1,0.064770078170085
43,76,843,0.22407651434157,6,4,1,-0.136869902479044
44,76,843,0.22407651434157,6,4,1,-0.3934217823513919
45,76,843,0.22407651434157,6,4,1,1.008107133580703
46,76,843,0.22407651434157,6,4,1,0.102684013200241
47,76,843,0.22407651434157,5,4,1,-0.3492188337983056
48,76,843,0.22407651434157,7,1,1,1.3141638057289633
49,76,843,0.22407651434157,5,4,1,-0.3967283731509474
50,76,843,0.22407651434157,5,4,1,1.097802701860085
51,76,843,0.22407651434157,5,4,1,-0.5651123469820004
52,76,843,0.22407651434157,6,4,1,1.155924198223322
53,76,843,0.22407651434157,6,4,1,0.2068342931143423
54,76,843,0.22407651434157,6,4,1,0.5905339423849375
55,76,843,0.22407651434157,5,1,1,-0.0601278033546232
56,76,843,0.22407651434157,5,4,1,2.289310170830184
57,76,843,0.22407651434157,5,5,1,0.4568305339242044
58,76,843,0.22407651434157,3,4,1,-0.9443487145579536
59,76,843,0.22407651434157,6,4,1,-0.144393478104543
60,76,843,0.22407651434157,7,4,1,1.941076886623989
61,76,843,0.22407651434157,4,4,1,-0.1947954864199799
62,76,843,0.22407651434157,7,1,1,0.753741898373472
63,76,843,0.22407651434157,6,4,1,0.1421216074658864
64,75,665,0.230755432558687,6,2,1,0.4680632264318385
65,75,665,0.230755432558687,6,2,1,-0.022177560597407
66,75,665,0.230755432558687,6,2,1,1.0267152696340636
67,75,665,0.230755432558687,6,2,1,1.6800558582625909
68,75,665,0.230755432558687,5,8,1,0.259523701138408
69,75,665,0.230755432558687,6,2,1,0.5162404798590563
70,75,665,0.230755432558687,5,2,1,0.6205637343725224
71,75,665,0.230755432558687,5,2,1,0.704263204639465
72,75,665,0.230755432558687,3,2,1,-0.3813158428597986
73,75,665,0.230755432558687,6,2,1,2.082427488320271
74,75,665,0.230755432558687,5,8,1,1.125322388888297
75,75,665,0.230755432558687,5,2,1,0.0661291114886243
76,75,665,0.230755432558687,6,2,1,-0.1988867411251302
77,75,665,0.230755432558687,5,2,1,0.9165510868882124
78,75,665,0.230755432558687,7,2,1,1.6607820315334565
79,75,665,0.230755432558687,4,8,1,-0.0595065075688608
80,75,665,0.230755432558687,5,8,1,-0.5113706909477093
81,75,665,0.230755432558687,7,8,1,1.3261647162726269
82,75,665,0.230755432558687,6,2,1,-0.9755899808975056
83,75,665,0.230755432558687,4,8,1,-1.127089247246309
84,75,665,0.230755432558687,5,2,1,-0.7773116926147315
85,75,665,0.230755432558687,6,4,1,-0.4480920791215869
86,75,665,0.230755432558687,5,4,1,-0.3832535126942824
87,75,665,0.230755432558687,4,4,1,-1.8192026835151016
88,75,665,0.230755432558687,6,2,1,0.7185083392701863
89,75,665,0.230755432558687,5,8,1,0.5460805631520197
90,75,665,0.230755432558687,5,2,1,-0.7806024506480688
91,75,665,0.230755432558687,6,2,1,1.0361018724229865
92,75,665,0.230755432558687,6,4,1,0.6057983048056981
93,75,665,0.230755432558687,6,2,1,0.6227648265983282
94,75,665,0.230755432558687,6,8,1,1.732434532063609
95,75,665,0.230755432558687,5,2,1,1.1178883064750411
96,75,665,0.230755432558687,5,8,1,-0.1092921950634459
97,75,665,0.230755432558687,6,4,1,-0.2039978955409664
98,75,665,0.230755432558687,7,8,1,2.10245593740564
99,75,665,0.230755432558687,6,8,1,-0.4261707672365498
100,75,665,0.230755432558687,3,2,1,-0.900576322883579
101,75,665,0.230755432558687,4,2,1,-0.0393227666416782
102,75,665,0.230755432558687,4,4,1,-0.3230143841935876
103,75,665,0.230755432558687,3,8,1,-0.2391410597500216
104,75,665,0.230755432558687,3,8,1,-0.3001678910120611
105,75,665,0.230755432558687,6,4,1,0.8252692243830977
106,75,665,0.230755432558687,5,2,1,1.7395991347361976
107,75,665,0.230755432558687,6,4,1,0.6387182808837998
108,75,665,0.230755432558687,6,4,1,-0.4142560214206046
109,75,665,0.230755432558687,5,2,1,0.1206015928470198
110,75,665,0.230755432558687,6,2,1,1.2556061683852116
111,75,665,0.230755432558687,7,2,1,1.0844541517916042
112,75,665,0.230755432558687,5,8,1,0.6486414856210808
113,75,665,0.230755432558687,5,6,1,-0.9756606068747036
114,75,665,0.230755432558687,5,2,1,1.0014318733189689
115,74,1280,-0.65713146933399,5,4,1,-0.0893256208618756
116,74,1280,-0.65713146933399,5,4,1,-0.922160078143416
117,74,1280,-0.65713146933399,5,2,1,-0.2365993766889033
118,74,1280,-0.65713146933399,5,4,1,-1.0449281909480976
119,74,1280,-0.65713146933399,4,8,1,-1.4478514981141954
120,74,1280,-0.65713146933399,3,1,1,-1.6260233653888156
121,74,1280,-0.65713146933399,4,8,1,-0.1615685595686711
122,74,1280,-0.65713146933399,5,5,1,0.3190202397693766
123,74,1280,-0.65713146933399,4,8,1,-0.7285714055466218
124,74,1280,-0.65713146933399,5,4,1,-1.946984008077929
125,74,1280,-0.65713146933399,6,4,1,0.1584944027986407
126,74,1280,-0.65713146933399,7,4,1,0.8598923509069963
127,74,1280,-0.65713146933399,7,1,1,1.136513551491366
128,74,1280,-0.65713146933399,6,4,1,-0.5533068669713664
129,74,1280,-0.65713146933399,7,4,1,0.8803969673750698
130,74,1280,-0.65713146933399,4,8,1,-0.6763693301520698
131,74,1280,-0.65713146933399,3,4,1,-1.3573634750451984
132,74,1280,-0.65713146933399,3,8,1,-1.4007417476186237
133,74,1280,-0.65713146933399,7,8,1,0.18385317944711
134,74,1280,-0.65713146933399,5,1,1,0.821772291716917
135,74,1280,-0.65713146933399,6,2,1,-0.2532574888242209
136,74,1280,-0.65713146933399,5,2,1,-0.6900179095173041
137,74,1280,-0.65713146933399,6,4,1,0.0328719626294189
138,74,1280,-0.65713146933399,3,4,1,0.3012045200211089
139,74,1280,-0.65713146933399,5,4,1,-0.7625334305651255
140,74,1280,-0.65713146933399,6,2,1,-0.0885857263740514
141,74,1280,-0.65713146933399,5,8,1,-0.4775481535303295
142,74,1280,-0.65713146933399,6,4,1,-1.2808526952092694
143,74,1280,-0.65713146933399,4,7,1,-0.8256956402121532
144,74,1280,-0.65713146933399,5,8,1,-1.0263156545690968
145,74,1280,-0.65713146933399,7,8,1,2.5281089252744384
146,74,1280,-0.65713146933399,6,8,1,0.7076136384855716
147,74,1280,-0.65713146933399,4,8,1,-0.0009795581131709
148,74,1280,-0.65713146933399,3,5,1,-0.6792959909278821
149,74,1280,-0.65713146933399,5,8,1,-0.9800548847811592
150,74,1280,-0.65713146933399,6,4,1,-0.1607586637747765
151,74,1280,-0.65713146933399,6,4,1,-0.0100327698329618
152,74,1280,-0.65713146933399,4,4,1,-0.7287804127645146
153,74,1280,-0.65713146933399,6,3,1,0.6879057258906006
154,74,1280,-0.65713146933399,4,2,1,-1.4225052459172465
155,74,1280,-0.65713146933399,5,2,1,-0.1427171052568565
156,74,1280,-0.65713146933399,5,1,1,-0.0831720437846062
157,74,1280,-0.65713146933399,3,4,1,-2.2220291781987256
158,74,1280,-0.65713146933399,7,4,1,0.8264792071893087
159,74,1280,-0.65713146933399,5,4,1,-1.2077832792580203
160,74,1280,-0.65713146933399,6,4,1,-0.4279339483595079
161,74,1280,-0.65713146933399,6,8,1,-0.1978335419201612
162,74,1280,-0.65713146933399,4,8,1,-0.6973143890284152
163,74,1280,-0.65713146933399,6,5,1,0.683917141741073
164,74,1280,-0.65713146933399,5,2,1,-0.9728023343430364
165,74,1280,-0.65713146933399,5,4,1,-0.4752157890945966
166,74,1280,-0.65713146933399,5,8,1,-0.998944741472986
167,74,1280,-0.65713146933399,6,8,1,0.4314869625783967
168,74,1280,-0.65713146933399,5,4,1,-0.090404581720197
169,74,1280,-0.65713146933399,6,2,1,0.2847412545201275
170,74,1280,-0.65713146933399,5,8,1,-0.3188675961112805
171,74,1280,-0.65713146933399,5,4,1,-0.8490691687127979
172,74,1280,-0.65713146933399,3,4,1,-0.2093230127199902
173,74,1280,-0.65713146933399,5,5,1,-1.248065145873143
174,74,1280,-0.65713146933399,5,2,1,-0.9841985187269764
175,74,1280,-0.65713146933399,5,8,1,-0.3006964101471267
176,74,1280,-0.65713146933399,5,4,1,-0.1767193400590329
177,74,1280,-0.65713146933399,3,5,1,0.7947526510990364
178,74,1280,-0.65713146933399,7,5,1,-0.3951295594735802
179,74,1280,-0.65713146933399,6,8,1,0.4441427433382314
180,74,1280,-0.65713146933399,6,2,1,0.3329005872003192
181,74,1280,-0.65713146933399,6,4,1,0.0462982536595434
182,74,1280,-0.65713146933399,6,4,1,0.7020952907868934
183,74,1280,-0.65713146933399,5,4,1,-1.0789147643535515
184,74,1280,-0.65713146933399,7,4,1,2.741310309838717
185,74,1280,-0.65713146933399,6,4,1,-0.4591218774446974
186,74,1280,-0.65713146933399,5,2,1,-0.1153005072493608
187,74,1280,-0.65713146933399,5,4,1,0.4928968692501239
188,74,1280,-0.65713146933399,6,4,1,-0.1440928995707928
189,74,1280,-0.65713146933399,6,4,1,-0.9492129733419296
190,74,1280,-0.65713146933399,5,8,1,0.8052212605665312
191,74,1280,-0.65713146933399,1,2,1,-1.5320332634417957
192,74,1280,-0.65713146933399,5,4,1,-0.0640501363215932
193,74,1280,-0.65713146933399,5,4,1,0.3210104391926315
194,74,1280,-0.65713146933399,7,4,1,1.8184008326984091
195,74,1280,-0.65713146933399,5,8,1,-2.1378216739733364
196,74,1280,-0.65713146933399,6,8,1,-0.0459511266028473
197,73,1192,-0.16984861258633,4,4,1,-0.6515632261282569
198,73,1192,-0.16984861258633,6,4,1,-0.2919331908757997
199,73,1192,-0.16984861258633,5,8,1,-0.2264748041994235
200,73,1192,-0.16984861258633,5,8,1,-0.1538304368849496
201,73,1192,-0.16984861258633,6,4,1,-1.580264363008634
202,73,1192,-0.16984861258633,6,4,1,1.0967955419639135
203,73,1192,-0.16984861258633,5,4,1,-1.8000512588610469
204,73,1192,-0.16984861258633,5,4,1,-1.483539228882856
205,73,1192,-0.16984861258633,6,4,1,0.8313918948785187
206,73,1192,-0.16984861258633,6,4,1,-1.044217795790807
207,73,1192,-0.16984861258633,5,8,1,-1.3026986704747914
208,73,1192,-0.16984861258633,6,4,1,0.1827718503466633
209,73,1192,-0.16984861258633,7,4,1,0.6636864368030297
210,73,1192,-0.16984861258633,6,4,1,0.0925640224329434
211,73,1192,-0.16984861258633,6,8,1,0.497976620007677
212,73,1192,-0.16984861258633,7,4,1,0.5676423721555006
213,73,1192,-0.16984861258633,5,8,1,-0.6283627293906421
214,73,1192,-0.16984861258633,6,4,1,-0.0874417086841478
215,73,1192,-0.16984861258633,6,4,1,-0.4157119706912734
216,73,1192,-0.16984861258633,7,4,1,1.0338687653522962
217,73,1192,-0.16984861258633,5,1,1,-0.7294176399202476
218,73,1192,-0.16984861258633,5,1,1,0.9797898732027572
219,73,1192,-0.16984861258633,5,4,1,-0.6110103311996994
220,73,1192,-0.16984861258633,6,4,1,0.900819680637047
221,73,1192,-0.16984861258633,6,4,1,-1.4657626073455583
222,73,1192,-0.16984861258633,4,4,1,-0.0561795367311292
223,73,1192,-0.16984861258633,7,4,1,0.954590119151501
224,73,1192,-0.16984861258633,6,4,1,0.0790734063729369
225,73,1192,-0.16984861258633,6,4,1,-0.5044443994643171
226,73,1192,-0.16984861258633,6,4,1,-0.4443253123381404
227,73,1192,-0.16984861258633,7,1,1,0.1670012874224852
228,73,1192,-0.16984861258633,6,4,1,0.6498942551587842
229,73,1192,-0.16984861258633,7,4,1,-0.8185072461193281
230,73,1192,-0.16984861258633,6,8,1,1.1666226935877968
231,73,1192,-0.16984861258633,6,1,1,0.6413858684620024
232,73,1192,-0.16984861258633,5,1,1,-0.5065687262967054
233,73,1192,-0.16984861258633,7,4,1,-0.7869895406434357
234,73,1192,-0.16984861258633,5,8,1,-0.2881400213718924
235,73,1192,-0.16984861258633,5,8,1,-0.5332455791757326
236,73,1192,-0.16984861258633,6,8,1,-0.301334637816647
237,73,1192,-0.16984861258633,5,4,1,-1.391668074454586
238,73,1192,-0.16984861258633,4,8,1,-1.528734905524547
239,73,1192,-0.16984861258633,6,4,1,-0.5479149641050883
240,73,1192,-0.16984861258633,6,4,1,-1.6261576850506565
241,73,1192,-0.16984861258633,4,4,1,-0.4638480640226799
242,73,1192,-0.16984861258633,5,2,1,-0.7327946055268484
243,73,1192,-0.16984861258633,6,1,1,-0.7939669625740378
244,73,1192,-0.16984861258633,7,4,1,-0.8591364467512118
245,73,1192,-0.16984861258633,5,4,1,-0.009022938768009
246,73,1192,-0.16984861258633,7,5,1,0.3650429284700895
247,73,1192,-0.16984861258633,6,1,1,1.1093469457114498
248,73,1192,-0.16984861258633,7,4,1,1.5661873376253692
249,73,1192,-0.16984861258633,4,4,1,0.3028049095623468
250,73,1192,-0.16984861258633,6,4,1,-1.3520626634138502
251,73,1192,-0.16984861258633,5,8,1,0.0884933463681592
252,73,1192,-0.16984861258633,6,5,1,1.1393684086756837
253,73,1192,-0.16984861258633,5,8,1,-0.4338957664993171
254,73,1192,-0.16984861258633,5,1,1,-0.4720293385056848
255,73,1192,-0.16984861258633,6,2,1,0.5090574400294354
256,73,1192,-0.16984861258633,5,8,1,0.3406330816945414
257,73,1192,-0.16984861258633,6,4,1,-1.0977287683062102
258,73,1192,-0.16984861258633,6,1,1,1.176010229775731
259,73,1192,-0.16984861258633,5,1,1,1.4808283534280615
260,73,1192,-0.16984861258633,5,1,1,-0.1422682630218516
261,73,1192,-0.16984861258633,5,1,1,-1.4556392868446957
262,73,1192,-0.16984861258633,6,4,1,0.8323512969490017
263,73,1192,-0.16984861258633,3,8,1,0.0248768266413668
264,73,1192,-0.16984861258633,5,4,1,-0.6814975130401127
265,73,1192,-0.16984861258633,6,4,1,-0.455390063320022
266,73,1192,-0.16984861258633,7,5,1,1.1714312538227836
267,73,1192,-0.16984861258633,6,8,1,1.253534862924568
268,73,1192,-0.16984861258633,6,4,1,0.8026762150134639
269,73,1192,-0.16984861258633,6,4,1,2.30073543007368
270,73,1192,-0.16984861258633,6,4,1,0.1020489080602954
271,73,1192,-0.16984861258633,6,4,1,0.5643445899964121
272,73,1192,-0.16984861258633,6,4,1,1.6256520327151864
273,73,1192,-0.16984861258633,7,1,1,-0.1037460128293876
274,73,1192,-0.16984861258633,6,4,1,0.2235912829448636
275,73,1192,-0.16984861258633,7,4,1,-0.3021733181505875
276,73,1192,-0.16984861258633,6,8,1,0.3531780723373064
277,73,1192,-0.16984861258633,5,4,1,-0.1658036947688511
278,73,1192,-0.16984861258633,6,8,1,0.5596213618457229
279,73,1192,-0.16984861258633,6,4,1,-1.1000271197868683
280,72,1016,-0.0431594609828615,5,2,1,-0.3148947262204061
281,72,1016,-0.0431594609828615,5,4,1,0.8423666512232947
282,72,1016,-0.0431594609828615,5,2,1,-0.0188771053121647
283,72,1016,-0.0431594609828615,5,8,1,-0.0628477488086468
284,72,1016,-0.0431594609828615,6,8,1,0.9185149676560762
285,72,1016,-0.0431594609828615,5,4,1,-0.5341081806131239
286,72,1016,-0.0431594609828615,4,4,1,-0.822863599268392
287,72,1016,-0.0431594609828615,5,8,1,-0.0827102295318598
288,72,1016,-0.0431594609828615,5,4,1,-0.059963687849571
289,72,1016,-0.0431594609828615,7,4,1,1.200191634349022
290,72,1016,-0.0431594609828615,6,8,1,1.0676635496605302
291,72,1016,-0.0431594609828615,6,4,1,0.4766683778927849
292,72,1016,-0.0431594609828615,6,4,1,-0.8645462694932194
293,72,1016,-0.0431594609828615,6,4,1,0.3051439586239921
294,72,1016,-0.0431594609828615,7,4,1,1.2279496817706794
295,72,1016,-0.0431594609828615,6,2,1,0.2818837767321794
296,72,1016,-0.0431594609828615,5,8,1,-0.1614940956851222
297,72,1016,-0.0431594609828615,6,8,1,0.7022501041523165
298,72,1016,-0.0431594609828615,6,8,1,0.911487193564655
299,72,1016,-0.0431594609828615,6,4,1,1.8203415476882536
300,72,1016,-0.0431594609828615,5,8,1,-1.0422637236676666
301,72,1016,-0.0431594609828615,5,4,1,-1.435559897910784
302,72,1016,-0.0431594609828615,6,4,1,-0.6568761319973121
303,72,1016,-0.0431594609828615,4,4,1,-0.3721607957239454
304,72,1016,-0.0431594609828615,7,3,1,-0.3261573427645204
305,72,1016,-0.0431594609828615,5,8,1,-0.4012754823532979
306,72,1016,-0.0431594609828615,5,8,1,-0.9575261121651244
307,72,1016,-0.0431594609828615,4,8,1,-1.0483230387502411
308,72,1016,-0.0431594609828615,6,4,1,2.140404919136967
309,72,1016,-0.0431594609828615,6,4,1,2.148901625730213
310,72,1016,-0.0431594609828615,5,4,1,0.1106375466030308
311,72,1016,-0.0431594609828615,6,4,1,-0.3348221633535284
312,72,1016,-0.0431594609828615,7,4,1,0.121989270158362
313,72,1016,-0.0431594609828615,3,4,1,-0.4037974176768699
314,72,1016,-0.0431594609828615,6,1,1,-1.0739417962191984
315,72,1016,-0.0431594609828615,5,1,1,1.244398697341925
316,72,1016,-0.0431594609828615,6,4,1,0.7221245300397853
317,72,1016,-0.0431594609828615,5,4,1,-1.1438174605762277
318,72,1016,-0.0431594609828615,5,4,1,0.2200551311596672
319,72,1016,-0.0431594609828615,5,4,1,-1.3885932691485232
320,72,1016,-0.0431594609828615,4,8,1,-0.195395340528812
321,72,1016,-0.0431594609828615,6,4,1,1.9027284451848747
322,72,1016,-0.0431594609828615,5,8,1,0.3323238328945158
323,72,1016,-0.0431594609828615,5,4,1,0.331838853878268
324,72,1016,-0.0431594609828615,6,4,1,0.4120098118367668
325,72,1016,-0.0431594609828615,4,4,1,-0.4637610903051746
326,72,1016,-0.0431594609828615,5,4,1,-0.1077737285230517
327,72,1016,-0.0431594609828615,5,4,1,-0.2721712103335945
328,72,1016,-0.0431594609828615,5,1,1,-0.8168630296975143
329,72,1016,-0.0431594609828615,5,4,1,-0.8821885253195819
330,72,1016,-0.0431594609828615,5,8,1,0.2476701265246199
331,72,1016,-0.0431594609828615,3,4,1,-0.0536586081609529
332,72,1016,-0.0431594609828615,5,4,1,1.2974453270795456
333,72,1016,-0.0431594609828615,6,4,1,-0.5799047829729104
334,72,1016,-0.0431594609828615,6,4,1,0.0038917403097442
335,72,1016,-0.0431594609828615,6,4,1,0.3002337488116318
336,72,1016,-0.0431594609828615,6,4,1,0.6857366313624664
337,72,1016,-0.0431594609828615,7,4,1,0.9201625880255514
338,72,1016,-0.0431594609828615,6,5,1,0.7449560782215493
339,72,1016,-0.0431594609828615,7,1,1,0.3019730060068531
340,72,1016,-0.0431594609828615,5,4,1,-0.7700191755665128
341,72,1016,-0.0431594609828615,6,8,1,1.0953532030397586
342,72,1016,-0.0431594609828615,6,8,1,-0.8736358171627919
343,72,1016,-0.0431594609828615,5,4,1,-0.7000735846542804
344,72,1016,-0.0431594609828615,7,1,1,0.6604659116938676
345,72,1016,-0.0431594609828615,6,4,1,0.9189647064007254
346,72,1016,-0.0431594609828615,1,8,1,-1.0732944651403582
347,72,1016,-0.0431594609828615,6,4,1,0.3683849676123273
348,72,1016,-0.0431594609828615,5,8,1,-0.6631241148516959
349,72,1016,-0.0431594609828615,5,4,1,0.5183614664230778
350,72,1016,-0.0431594609828615,6,4,1,0.2742212184420159
351,72,1016,-0.0431594609828615,3,4,1,-0.6508697295157156
352,71,161,-1.27078375154515,6,4,1,1.5737215088215375
353,71,161,-1.27078375154515,7,4,1,1.912678397598964
354,71,161,-1.27078375154515,6,4,1,0.129527980253061
355,71,161,-1.27078375154515,7,4,1,1.556963717844089
356,71,161,-1.27078375154515,6,8,1,2.35122048878288
357,71,161,-1.27078375154515,4,8,1,0.2677896243496146
358,71,161,-1.27078375154515,6,4,1,0.9624125193952208
359,71,161,-1.27078375154515,5,4,1,0.6202199665436924
360,71,161,-1.27078375154515,6,4,1,1.1838585457981028
361,71,161,-1.27078375154515,6,4,1,1.8458494989665948
362,71,161,-1.27078375154515,6,4,1,2.496913091295444
363,71,161,-1.27078375154515,6,4,1,2.147148002096708
364,71,161,-1.27078375154515,7,4,1,1.3294078488237489
365,70,127,1.5016480730660302,3,2,1,-0.2036876370917299
366,70,127,1.5016480730660302,6,2,1,2.24737905979929
367,70,127,1.5016480730660302,6,2,1,0.6465100698003895
368,70,127,1.5016480730660302,6,1,1,0.2920726884821767
369,70,127,1.5016480730660302,7,4,1,2.108607234353012
370,70,127,1.5016480730660302,6,2,1,-0.0166671078651898
371,70,127,1.5016480730660302,5,1,1,-0.431502753250027
372,70,127,1.5016480730660302,6,8,1,1.4352950919506453
373,70,127,1.5016480730660302,3,2,1,-1.7010620564204095
374,70,127,1.5016480730660302,5,1,1,0.0753967246586602
375,70,127,1.5016480730660302,6,8,1,1.3094700238676036
376,70,127,1.5016480730660302,5,4,1,-1.2191798106833192
377,70,127,1.5016480730660302,4,8,1,0.4248382543988785
378,70,127,1.5016480730660302,4,2,1,0.5931245832263478
379,70,127,1.5016480730660302,5,8,1,-0.1967083047454458
380,69,1102,-1.18551261116562,7,6,1,0.8196880666493618
381,69,1102,-1.18551261116562,5,4,1,-0.9379915890193466
382,69,1102,-1.18551261116562,4,5,1,1.0604269641904456
383,69,1102,-1.18551261116562,7,8,1,1.106680027788132
384,69,1102,-1.18551261116562,5,4,1,-0.4291785291701002
385,69,1102,-1.18551261116562,6,4,1,0.1162548989156137
386,69,1102,-1.18551261116562,4,4,1,-0.4776045855887728
387,69,1102,-1.18551261116562,4,2,1,0.0154793940908549
388,69,1102,-1.18551261116562,4,4,1,-0.1982111522367567
389,69,1102,-1.18551261116562,5,8,1,-0.0256737165394974
390,69,1102,-1.18551261116562,4,2,1,-0.9176123755867236
391,69,1102,-1.18551261116562,5,8,1,-0.4681288188820449
392,69,1102,-1.18551261116562,6,8,1,0.7741909446242169
393,69,1102,-1.18551261116562,5,1,1,1.2151461999580475
394,69,1102,-1.18551261116562,6,8,1,0.2511735335944695
395,69,1102,-1.18551261116562,7,4,1,0.4308451655012634
396,69,1102,-1.18551261116562,5,4,1,0.1186291756852654
397,69,1102,-1.18551261116562,6,8,1,-0.7957437652768773
398,69,1102,-1.18551261116562,5,4,1,0.0714578260868313
399,69,1102,-1.18551261116562,6,4,1,0.0450745781771208
400,69,1102,-1.18551261116562,6,4,1,0.934053450525939
401,69,1102,-1.18551261116562,6,5,1,1.618117896525494
402,69,1102,-1.18551261116562,5,1,1,-0.1953857896590139
403,69,1102,-1.18551261116562,6,1,1,0.3791034526181724
404,69,1102,-1.18551261116562,5,8,1,0.6582777537476686
405,69,1102,-1.18551261116562,6,5,1,0.3312398483207526
406,69,1102,-1.18551261116562,5,8,1,-0.7281895305610118
407,69,1102,-1.18551261116562,5,8,1,-2.108104871979496
408,69,1102,-1.18551261116562,5,4,1,-1.4033666257168549
409,69,1102,-1.18551261116562,5,4,1,-0.5943957183113534
410,69,1102,-1.18551261116562,6,4,1,1.4048516625242455
411,69,1102,-1.18551261116562,5,2,1,-0.4782435572662653
412,69,1102,-1.18551261116562,5,2,1,0.1626232066974513
413,69,1102,-1.18551261116562,6,8,1,0.9332070025389728
414,69,1102,-1.18551261116562,6,4,1,-0.7447143442343996
415,69,1102,-1.18551261116562,6,4,1,1.225453497448569
416,69,1102,-1.18551261116562,5,4,1,-1.707894979660955
417,69,1102,-1.18551261116562,6,8,1,-0.964231109350947
418,69,1102,-1.18551261116562,5,5,1,0.9930682656637057
419,69,1102,-1.18551261116562,6,1,1,-1.1847647397693442
420,69,1102,-1.18551261116562,6,4,1,0.6291796205956391
421,69,1102,-1.18551261116562,5,2,1,-0.2491978364642546
422,69,1102,-1.18551261116562,6,4,1,-0.3678476066897839
423,69,1102,-1.18551261116562,6,1,1,-0.5860890529907079
424,69,1102,-1.18551261116562,6,5,1,0.4457367924051184
425,69,1102,-1.18551261116562,7,4,1,-0.9365782244685308
426,69,1102,-1.18551261116562,6,4,1,1.4906418438730016
427,69,1102,-1.18551261116562,5,8,1,0.1679047276589701
428,69,1102,-1.18551261116562,5,8,1,-1.167616709916922
429,69,1102,-1.18551261116562,5,4,1,-0.9174054429758504
430,69,1102,-1.18551261116562,6,8,1,-0.538084681250076
431,69,1102,-1.18551261116562,6,6,1,0.4892556590516591
432,69,1102,-1.18551261116562,5,4,1,-1.5993033342479257
433,69,1102,-1.18551261116562,5,8,1,-0.0673032848550218
434,69,1102,-1.18551261116562,5,4,1,-0.7632438976311378
435,69,1102,-1.18551261116562,5,8,1,0.5001861875160394
436,69,1102,-1.18551261116562,5,8,1,-0.5070192132167313
437,69,1102,-1.18551261116562,5,4,1,-1.0623122586219318
438,69,1102,-1.18551261116562,1,4,1,-0.283236437439204
439,69,1102,-1.18551261116562,6,4,1,-0.2579140830696437
440,69,1102,-1.18551261116562,5,8,1,0.4324187733965302
441,69,1102,-1.18551261116562,6,2,1,0.0381705206988195
442,69,1102,-1.18551261116562,6,8,1,-0.3012263248597185
443,69,1102,-1.18551261116562,5,8,1,0.4223407507802064
444,69,1102,-1.18551261116562,4,2,1,-0.2620115161195471
445,68,426,1.5104148426976898,7,6,1,-0.0083392405857523
446,68,426,1.5104148426976898,7,8,1,1.0255559303241744
447,68,426,1.5104148426976898,6,6,1,0.4111607880656481
448,68,426,1.5104148426976898,7,2,1,1.211087362565298
449,68,426,1.5104148426976898,4,8,1,0.9816856995486396
